# init omega gamma A f
-1.555637075e+00 1.911757910e+00 2.024319597e-01 2.107685700e+01 5.818612616e+00
-3.869367204e-01 2.055195494e+00 7.035575775e-02 3.442755944e+01 3.297879446e+00
-1.481657381e+00 1.512776471e+00 3.624147034e-01 1.465929276e+01 6.021134363e+00
-3.459905717e-01 1.502737769e+00 6.675577767e-02 2.613144670e+01 3.646523485e+00
-5.917065895e-01 2.157050943e+00 6.027569630e-01 1.347769289e+01 5.846697947e+00
-4.363105033e-01 1.374399393e+00 2.102430658e-01 3.965258732e+01 3.457232218e+00
-1.089431064e+00 2.853859622e+00 1.908005191e-01 2.725798418e+01 6.126627441e+00
7.764192758e-01 1.385346921e+00 7.381908581e-01 2.722086003e+01 5.075891782e+00
1.555573092e+00 2.371244657e+00 3.598044213e-01 1.817820076e+01 3.246057102e+00
-1.555940856e+00 2.240391664e+00 2.105942999e-01 1.309510326e+01 5.574121609e+00
4.515608545e-01 3.075790601e+00 4.280180413e-01 6.061461637e+00 5.892384335e+00
-5.332398532e-01 2.361647122e+00 6.137996851e-01 2.381167272e+01 6.223981662e+00
1.337600018e-01 1.097367945e+00 7.761260301e-01 9.916286749e-01 5.618870985e+00
-2.402077557e-01 2.657141689e+00 4.698551826e-01 4.461266639e+00 5.302923634e+00
1.474018564e+00 2.915698401e+00 1.152116693e-02 2.453298173e+01 5.856058330e+00
-9.464680787e-01 1.512812205e+00 9.998887078e-02 7.097842948e+00 4.749824359e+00
3.264222802e-01 1.431211958e+00 7.934734131e-01 1.844955004e+01 4.384397585e+00
7.071317095e-01 1.040684951e+00 1.000709254e-01 2.046887444e+01 3.831209113e+00
-1.159755448e+00 3.047479149e+00 3.064598547e-01 2.588032924e+01 4.030495260e+00
5.677512273e-01 2.035885025e+00 2.053266659e-01 3.299513414e+01 5.406571463e+00
1.025934304e+00 2.117541158e+00 2.694004418e-01 1.500008407e+01 3.171058111e+00
-1.811631051e-01 2.219285444e+00 5.375196155e-01 3.770652563e+01 3.752975708e+00
-1.272290933e+00 1.363322059e+00 4.660688727e-01 7.121378626e+00 4.131200802e+00
-1.171560100e+00 1.293512184e+00 4.986877459e-01 3.082813099e+01 3.342566723e+00
-7.845324932e-02 1.572225236e+00 3.834856685e-01 9.373751918e+00 5.915659660e+00
7.223317314e-01 1.349637931e+00 1.579867707e-02 2.308880677e+01 5.083860929e+00
3.901481550e-01 1.882876953e+00 6.360859609e-01 2.850806660e+01 4.610603766e+00
-1.242319556e+00 1.250780774e+00 5.074701322e-01 2.635975988e+01 5.969283995e+00
-5.230852197e-01 1.479555127e+00 7.757779730e-01 3.466321316e+01 5.066234841e+00
-6.727505490e-01 2.857415606e+00 3.525672818e-04 2.826207522e+01 5.879725735e+00
-4.826095551e-01 1.102064425e+00 1.715069155e-01 1.991588220e+01 4.624680719e+00
-1.205171887e+00 1.770087458e+00 3.095461597e-01 2.423363402e+01 4.109948284e+00
9.051960179e-04 3.055254585e+00 2.103084663e-02 2.279701675e+01 5.080485600e+00
-4.797410306e-01 2.989065800e+00 1.627234657e-01 1.928285296e+01 4.082230357e+00
7.030246896e-01 8.606813362e-01 5.269138973e-01 3.944692889e+00 4.923806294e+00
-1.301022546e+00 1.403996784e+00 5.440921354e-01 1.549430221e+01 4.276336151e+00
-9.467691098e-01 2.440270136e+00 2.005431318e-01 1.569839518e+01 5.284368288e+00
-1.425157048e+00 2.744865140e+00 2.910102838e-01 2.682036609e+01 5.287013928e+00
-4.260163175e-01 2.305230669e+00 4.245355509e-01 6.426447239e+00 4.793293894e+00
9.109879403e-01 1.644085188e+00 7.721210428e-01 3.234891796e+01 6.273373919e+00
-1.176536045e+00 1.740472496e+00 3.725127442e-01 3.779000627e+01 4.752583862e+00
-2.484644781e-01 1.967663767e+00 1.593116906e-01 2.454023951e+01 3.167793371e+00
5.682625737e-01 1.659276181e+00 7.204657303e-01 3.723537418e+01 4.329977546e+00
-1.117847506e+00 1.379070453e+00 3.227966542e-02 1.933568974e+01 4.238731066e+00
-1.514088675e+00 1.497165527e+00 2.543266379e-01 2.375558917e+01 5.989969023e+00
-1.511148329e+00 2.468333741e+00 4.637547145e-01 2.420106563e+01 5.557738163e+00
2.307474150e-01 1.378083491e+00 7.647766815e-01 1.248126443e+01 4.780070753e+00
-6.631029193e-01 8.778388912e-01 2.430343521e-01 3.386898222e+00 5.315535587e+00
5.414538658e-01 2.560400089e+00 7.609625780e-01 2.665417663e+01 4.532135293e+00
-9.151963501e-01 2.454890585e+00 3.449420400e-01 1.374107410e+01 3.218589279e+00
3.242962648e-02 2.291546441e+00 6.142768672e-01 8.897400467e+00 3.420319093e+00
1.233867057e+00 3.024658936e+00 4.817603403e-01 2.077642909e+01 5.239436592e+00
2.948491612e-01 1.590667455e+00 8.805978022e-02 2.754168606e+01 4.019781169e+00
4.183668251e-01 1.537833955e+00 5.679252719e-01 1.188580730e+01 4.564142024e+00
1.429580643e+00 8.435679331e-01 2.128270737e-01 2.139590715e+01 5.269754214e+00
-4.894130611e-01 2.904675524e+00 7.586351249e-01 2.129400085e+01 4.265612268e+00
-1.605732397e-01 1.216583804e+00 3.735624263e-01 1.134136273e+00 5.950787378e+00
4.538368209e-01 1.989915808e+00 2.393190434e-01 8.439094571e+00 3.867240758e+00
-1.184712894e-01 1.435568725e+00 3.914814582e-01 8.211739404e+00 4.802511521e+00
2.827611865e-01 2.086954202e+00 2.465184032e-01 8.661193198e+00 4.647979566e+00
-1.554898199e+00 2.023406769e+00 3.987182683e-01 4.265903338e+00 3.405999624e+00
1.340210514e-01 2.848625642e+00 3.758780167e-01 2.946370232e+01 5.828483303e+00
-7.647618953e-01 2.044403189e+00 3.265587373e-01 1.241403246e+01 4.442606952e+00
-4.071741727e-01 2.471778761e+00 6.845479467e-01 3.775252018e+00 4.771343368e+00
9.055964950e-01 2.190895724e+00 1.965190988e-01 3.215443349e+01 4.904170406e+00
-5.397423909e-01 3.062240278e+00 6.352225037e-01 9.772220264e+00 5.490670869e+00
1.153488496e+00 1.749452614e+00 1.991461566e-01 3.977180983e+00 6.188096376e+00
5.663268918e-01 1.371460726e+00 4.411862842e-01 2.459728735e+01 6.127044221e+00
7.921885352e-01 2.912273836e+00 3.593757664e-01 1.262416725e+01 3.501799014e+00
3.674864410e-01 2.260172587e+00 3.470321284e-03 2.384026924e+01 5.167958939e+00
1.492444412e+00 2.084116148e+00 1.556450679e-01 1.170173626e+01 5.905132110e+00
1.287352981e+00 2.129685356e+00 2.978089575e-02 3.089230453e+01 4.842373055e+00
1.224030553e+00 1.056053630e+00 6.602635320e-01 3.402639467e+01 6.069720724e+00
8.139982436e-01 2.403795388e+00 1.651117449e-01 2.322672602e+00 6.116628788e+00
-1.434682605e+00 2.341663373e+00 6.971695721e-01 1.280221777e+01 3.382516644e+00
-1.455754980e+00 2.250462664e+00 6.120860826e-01 2.208522202e+01 6.043930900e+00
9.679462017e-01 1.967532292e+00 6.422485798e-01 2.024130765e+01 5.733933441e+00
1.502168005e+00 8.201345858e-01 5.353434594e-01 3.077854783e+01 4.875715508e+00
4.989669457e-01 1.367278735e+00 4.924447088e-01 1.804267814e+01 5.217717192e+00
-3.491184064e-01 2.719621222e+00 1.909049103e-01 2.713870145e+01 5.511051409e+00
4.308911696e-01 2.244959620e+00 7.595887636e-02 1.853187856e+00 4.918891174e+00
-9.729315711e-01 2.243798151e+00 6.923777526e-01 2.631057792e+01 4.177437862e+00
-2.814781520e-01 1.339095998e+00 5.023186303e-01 1.664009348e+01 3.714395908e+00
-4.043855055e-01 2.664053070e+00 7.980542134e-01 2.428321689e+01 5.337108186e+00
-6.740690245e-01 1.208293645e+00 1.414209614e-01 1.618434439e+01 4.637710159e+00
-1.049418890e+00 1.037301889e+00 3.332883343e-01 3.553830071e+01 6.107680781e+00
1.375583030e+00 2.289979611e+00 5.633529982e-01 1.259401354e+01 3.325627123e+00
1.543982877e+00 7.875175546e-01 1.676964171e-01 2.735308907e+01 6.163037354e+00
1.912982566e-01 7.871245729e-01 2.529057128e-03 3.980143676e+01 5.106945425e+00
1.834099596e-01 1.923341346e+00 7.543588577e-01 2.328187595e+01 3.896636957e+00
1.451831383e+00 2.404346895e+00 8.849251590e-02 1.776765651e+01 5.747307759e+00
5.646657569e-01 2.557846028e+00 2.389987404e-01 4.753911094e+00 3.572933049e+00
-1.415576997e+00 3.062915399e+00 6.824413628e-01 3.292031518e+01 4.879930052e+00
-6.669496842e-01 2.136353460e+00 4.748516369e-01 6.677276390e+00 4.411763303e+00
-3.035442174e-01 2.134209313e+00 5.494510674e-01 4.668458953e+00 4.465425831e+00
-3.370163162e-01 2.692326027e+00 6.504443045e-01 3.003788601e+01 4.762970254e+00
-8.807400300e-01 1.533743370e+00 1.079270682e-01 2.451425522e+01 4.528728205e+00
-3.366958431e-01 1.160049799e+00 3.543841094e-01 6.026815094e+00 4.689630032e+00
6.661597972e-01 2.540900630e+00 2.889061758e-01 1.264480445e+01 5.654950329e+00
9.180964015e-01 2.922831190e+00 1.442004800e-01 1.395625389e+01 4.660740620e+00
1.162089900e+00 1.811568027e+00 4.722860245e-01 2.018813382e+01 5.128457691e+00
-9.949937151e-01 2.950563320e+00 5.753659946e-02 1.863153250e+01 4.485588288e+00
-2.190165088e-01 1.317868638e+00 5.392564501e-02 5.179877931e+00 3.630427477e+00
-1.098847565e+00 1.623626868e+00 4.370916608e-01 3.877842961e+01 3.626177215e+00
-7.045791608e-01 2.748474431e+00 7.102272289e-01 3.338539726e+01 3.602493965e+00
-1.382477859e+00 2.989171821e+00 6.789886900e-02 2.603136734e+01 4.828975225e+00
4.172727185e-01 2.263205809e+00 5.287766134e-01 3.857875478e+01 4.888427658e+00
-6.497383208e-01 3.016430144e+00 2.481537668e-01 4.012884652e+00 5.687455805e+00
1.258270435e+00 1.634729038e+00 1.463097605e-01 3.829824138e+01 4.756139079e+00
-6.606575921e-01 1.448952005e+00 3.748917373e-01 2.505056438e+01 5.780615399e+00
-1.306579252e+00 2.008370689e+00 6.113921611e-01 2.162441138e+01 4.519947455e+00
-1.593283234e-01 2.894150643e+00 4.876673499e-01 2.861876898e+00 4.958855553e+00
-9.099017777e-01 1.044230820e+00 3.076242226e-01 2.789766506e+00 3.555011585e+00
3.750736537e-01 1.659892464e+00 2.324723881e-01 2.431829660e+01 5.311751368e+00
1.170262902e-01 2.541016393e+00 4.589861195e-02 2.638568929e+01 4.298171319e+00
1.336702328e+00 2.235527058e+00 1.270718771e-01 2.278566003e+01 5.506170250e+00
-5.545885872e-01 1.293770493e+00 6.047497493e-01 3.698705048e+01 4.154025912e+00
7.778592422e-01 1.324899077e+00 2.660970983e-02 3.592139243e+01 3.273735381e+00
9.344585836e-01 8.109436380e-01 7.968731042e-01 3.801846357e+01 4.885395579e+00
-1.410229734e+00 2.107793450e+00 4.262474922e-01 7.922759624e+00 4.469990143e+00
-7.538640113e-01 3.069118462e+00 1.538070058e-01 6.782317420e+00 3.226621122e+00
7.619531429e-01 1.073500826e+00 4.013561400e-01 1.151765441e+01 6.166121969e+00
4.467942905e-01 2.606236035e+00 3.832684398e-01 2.283616666e+01 3.974975841e+00
5.381373902e-01 1.415893369e+00 6.390989464e-01 6.743186510e-02 5.422650872e+00
-2.417724306e-01 2.322501422e+00 3.794181627e-01 1.352556407e+01 3.166853596e+00
-1.416798191e+00 3.093064112e+00 3.565394248e-01 3.194555590e+00 5.392425435e+00
-8.550489017e-01 2.385459444e+00 6.370514020e-01 2.040977939e+01 4.904523491e+00
-7.796494176e-02 1.651175204e+00 2.769840379e-01 3.199835237e+01 5.619019429e+00
-2.974201729e-01 1.338573729e+00 3.300867911e-01 8.127709157e+00 4.464034503e+00
1.098394364e+00 2.301980978e+00 1.459113896e-01 3.801805873e+01 5.974827838e+00
1.109835795e+00 3.041951127e+00 3.369596807e-01 2.152893518e+01 5.965435039e+00
1.422384821e+00 2.587523525e+00 1.767618849e-01 8.378658357e+00 3.204214039e+00
1.535238872e+00 3.053781269e+00 7.890444519e-01 5.124975981e+00 4.456342274e+00
1.215570914e+00 2.428763508e+00 7.200437446e-01 3.552818993e+01 4.216416237e+00
4.436314283e-01 3.089804003e+00 3.304392224e-01 3.434802020e+01 6.194734931e+00
-8.903547380e-02 2.937852055e+00 7.045226294e-01 8.265331544e+00 3.684262091e+00
-9.698148088e-01 8.252284018e-01 5.087196472e-01 1.051055107e+01 5.321942739e+00
-1.324813062e+00 2.671637198e+00 6.063199773e-02 3.819092929e+01 3.330239988e+00
2.314579955e-01 8.669213931e-01 3.891763415e-01 2.535633264e+01 4.694061300e+00
5.304021915e-01 2.388906790e+00 2.500601875e-01 3.467147279e+01 4.944772146e+00
3.672314224e-01 2.571448618e+00 1.182055604e-01 2.870746781e+01 4.406580185e+00
-1.303524133e+00 2.077365166e+00 3.399785128e-01 2.459186407e+01 4.855563987e+00
1.000843993e+00 1.979948677e+00 1.475450332e-01 3.705410765e+01 6.123881842e+00
-1.460114366e+00 1.067261736e+00 5.291823859e-02 2.917814143e+01 3.519770992e+00
1.896184182e-01 1.447977648e+00 6.336026031e-01 8.866455522e-01 3.858429033e+00
-1.235678200e+00 1.243045302e+00 2.592516526e-01 3.885075774e+01 5.725829582e+00
1.567284391e+00 1.657456322e+00 4.817278267e-01 1.365829671e+01 5.541623534e+00
3.913446911e-01 1.001495330e+00 2.410993809e-01 1.571809906e+01 3.693927903e+00
-6.345930208e-01 1.767912255e+00 6.544731821e-02 6.313717484e+00 5.140098564e+00
1.174986236e+00 8.961033405e-01 7.934321771e-01 3.193697321e+01 3.600254098e+00
5.642954801e-01 8.347486899e-01 5.558108155e-01 1.691290094e+01 3.785634827e+00
-7.670535928e-01 3.119260099e+00 5.999267963e-01 3.665268528e+01 5.597307901e+00
1.205087283e+00 1.413694020e+00 2.010549612e-01 1.314629817e+01 4.472288466e+00
1.500198430e+00 1.085516676e+00 4.637582551e-01 7.407462724e+00 4.623749058e+00
1.146817050e-01 1.787871829e+00 4.913690298e-01 3.629911426e+01 3.548404099e+00
3.939623633e-01 1.249419714e+00 5.819016246e-01 1.375803942e+01 5.206113921e+00
-2.084589655e-01 3.011815398e+00 5.313412636e-01 2.702902910e+01 4.737998138e+00
-1.288278584e+00 1.567940658e+00 3.182599879e-01 3.865404297e+01 5.231444257e+00
1.159536350e+00 2.391111606e+00 4.377535547e-01 1.829028222e+01 3.308785611e+00
-1.126678608e+00 1.566360402e+00 5.750336340e-01 1.610577889e+01 3.256146273e+00
5.140652637e-01 2.003301804e+00 3.498449904e-01 5.010439102e+00 4.366964800e+00
-1.392988639e-01 9.241880202e-01 7.837533305e-01 3.685282974e+01 4.253839306e+00
-7.441070809e-01 8.562398423e-01 3.088132725e-01 3.642783393e+01 5.233551825e+00
7.433547301e-01 2.296801660e+00 4.534816764e-01 1.215399364e+01 4.577693508e+00
1.031884945e+00 1.821296696e+00 3.002779676e-01 2.580375137e+01 5.170060824e+00
9.994986237e-01 3.118078051e+00 1.056185458e-01 1.041770602e+01 3.854458367e+00
-9.469425637e-01 1.257211800e+00 2.327464919e-01 3.891220633e+01 5.684853236e+00
1.810283280e-01 2.861717800e+00 3.235877023e-01 3.106794260e+01 3.248933208e+00
-1.046034128e+00 9.907471401e-01 6.294657207e-01 1.204091420e+01 3.438736862e+00
7.836227991e-01 2.535121421e+00 7.480570378e-01 3.524439022e+01 5.776207276e+00
-7.302633050e-01 1.681153616e+00 4.584450002e-01 1.603067412e+01 4.021913834e+00
1.175153386e+00 2.481385856e+00 5.578627402e-01 1.934831209e+00 6.249998791e+00
-1.546578306e+00 1.319555770e+00 7.738936623e-01 5.473608716e+00 4.094582472e+00
-1.173773243e+00 1.352302979e+00 2.274597398e-01 4.779930387e+00 4.591611721e+00
-1.250685831e+00 2.932828994e+00 4.124766369e-01 1.086924060e+01 4.290448157e+00
-7.589966061e-01 1.144556094e+00 4.913678125e-01 2.976441738e+01 4.777382703e+00
2.613360092e-01 2.803991565e+00 3.829480027e-01 1.046147131e+01 5.306827799e+00
1.059060799e+00 2.346446448e+00 5.683638420e-01 1.222597030e+01 3.661076391e+00
4.319929629e-01 1.968300324e+00 4.894178251e-01 2.313997597e+01 4.515697794e+00
5.983269506e-01 3.083237273e+00 5.623878427e-01 3.002852175e+01 5.975891759e+00
-1.231600605e+00 2.295881004e+00 1.803803664e-01 2.085976686e+01 3.875408585e+00
-9.117000465e-01 8.323400701e-01 5.749148624e-01 3.906990940e+01 5.259281730e+00
9.885711193e-01 2.238521354e+00 7.446853536e-01 1.176427231e+00 5.302231798e+00
5.988386818e-01 3.027822411e+00 2.321518500e-02 1.843879048e+01 3.730507953e+00
1.394111070e+00 2.327291505e+00 5.643728265e-02 1.695126975e+01 5.446900742e+00
-1.071781064e+00 1.713928231e+00 5.982617341e-01 1.607340094e+01 5.436705762e+00
-1.154700602e+00 1.169500156e+00 7.770146945e-02 1.630571110e+01 4.614661667e+00
-7.465854396e-01 1.231438126e+00 1.052243847e-01 7.881923454e+00 5.939338065e+00
9.234476320e-01 1.156800865e+00 2.400811232e-01 3.447884986e+01 5.097535066e+00
2.504894705e-02 2.573402969e+00 2.702922899e-01 3.510301054e+01 4.666946832e+00
3.648964709e-01 2.708796290e+00 3.888500008e-01 1.325184471e+01 3.610082594e+00
-1.022833146e+00 2.802044792e+00 7.633215252e-01 3.234063429e+01 5.274475892e+00
3.311265812e-01 8.817676449e-01 6.497262642e-01 1.754713856e+01 3.811307293e+00
1.750399937e-01 1.068336130e+00 5.364852921e-01 2.527148819e+01 6.114243135e+00
5.500220144e-01 1.638570993e+00 7.248334172e-01 2.845660407e+01 4.146290093e+00
-1.832999073e-01 2.464971622e+00 2.491066270e-01 3.069444010e+01 5.452577876e+00
4.449730087e-01 1.735634538e+00 4.635780448e-01 1.274003051e+01 4.730274160e+00
-2.367320923e-01 1.687701483e+00 2.933053226e-01 1.013191158e+01 5.024481144e+00
1.851007971e-01 1.413104001e+00 2.056212225e-01 2.708145601e+01 5.994469065e+00
-7.824003089e-01 2.444112976e+00 3.708815879e-01 2.903995729e+01 4.899954506e+00
-1.434929557e+00 1.259623656e+00 1.119942123e-01 1.182108531e+01 6.182495216e+00
-1.002725195e+00 2.421384812e+00 7.319598401e-01 1.451439893e+01 5.822632837e+00
-9.582964680e-01 2.763716620e+00 5.573894572e-01 2.922710005e+01 3.270426717e+00
-1.335856141e+00 2.186582385e+00 3.561336819e-02 7.575107927e+00 5.085031356e+00
1.297916253e+00 2.492400240e+00 2.381882779e-01 3.837770572e+01 6.226269073e+00
-1.127972952e+00 2.743375869e+00 3.214226166e-01 2.311018041e+01 3.540669072e+00
1.189278882e+00 3.038155039e+00 7.162737219e-01 2.254940227e+01 4.277362564e+00
1.399921869e+00 2.837054427e+00 6.983935989e-01 2.525478578e+01 3.470313766e+00
1.213433211e+00 1.376970163e+00 6.644060231e-01 1.903254181e+01 4.961305181e+00
1.540659864e+00 2.318389780e+00 8.636599440e-02 1.457873365e+01 3.149173545e+00
1.145020967e+00 8.527749638e-01 6.355562443e-01 2.988794745e+01 5.865752052e+00
6.479811624e-01 1.785615612e+00 9.294812075e-02 3.082422432e+01 3.630167608e+00
9.924418742e-01 2.848758930e+00 1.360047820e-01 8.678678297e+00 3.150749369e+00
-4.107830451e-01 1.946877502e+00 7.434976125e-01 6.754103178e+00 5.760985985e+00
-6.294161464e-01 2.188247975e+00 7.799019056e-01 3.125046518e+01 5.142914303e+00
1.139868443e+00 1.570459220e+00 2.425094314e-01 2.749925836e+01 4.789413151e+00
2.961890170e-01 2.082382481e+00 5.188680598e-01 3.253080585e+01 3.211035820e+00
-1.347925015e+00 2.781444217e+00 5.612469534e-01 3.657196773e+01 6.068498036e+00
1.126135857e-02 2.799313372e+00 3.350496551e-01 7.555959877e+00 5.437601439e+00
-1.141959458e-01 1.252908263e+00 6.552918228e-02 1.889451388e+01 3.153800985e+00
1.507956361e+00 2.241335303e+00 6.092541981e-01 1.561964495e+01 3.688168590e+00
1.868838034e-01 1.422932983e+00 8.252851774e-02 1.378249688e+01 5.744685243e+00
1.293168372e+00 3.072771016e+00 5.301787501e-01 3.792446673e+01 3.944870798e+00
-1.408679003e+00 9.629613120e-01 4.815520377e-01 2.848662980e+01 3.428855572e+00
-6.728888430e-01 2.078763341e+00 4.994985357e-01 2.841407538e+01 5.051032686e+00
4.498362615e-01 2.760880128e+00 1.545934646e-02 1.181814610e+01 5.675815993e+00
3.394316739e-01 2.449709895e+00 5.345007352e-01 1.552091031e+01 3.554839740e+00
5.600203914e-01 1.787003009e+00 1.934090824e-02 3.888745847e+00 3.791123315e+00
-1.080912513e+00 2.245856070e+00 3.706493085e-01 3.363443471e+01 3.190979032e+00
-5.070254412e-01 2.239311018e+00 3.136094467e-01 1.386167528e+01 5.662795458e+00
8.623857992e-01 2.939971370e+00 7.378703244e-01 9.652476319e+00 3.843900849e+00
-1.356701311e+00 1.504426635e+00 5.160750618e-01 3.820656236e+01 5.004601674e+00
-7.914538406e-01 1.241404227e+00 4.846221085e-01 2.823702319e+01 6.106177816e+00
-1.754240390e-02 9.152861600e-01 4.316833236e-01 6.092657419e+00 5.310949861e+00
-1.180288137e+00 1.108455527e+00 5.589739157e-01 2.861767248e+01 4.280551591e+00
-1.141838233e+00 2.718876339e+00 6.136191267e-01 4.992569625e+00 5.670594173e+00
3.801688679e-01 3.028248489e+00 1.331831974e-02 4.227309927e+00 5.411742483e+00
2.470742450e-02 2.156472163e+00 5.130609817e-01 2.759720922e+01 6.238875588e+00
-6.176916651e-01 2.225344215e+00 3.204813139e-01 8.315142904e+00 4.514146086e+00
6.494970585e-01 2.385113633e+00 1.779801528e-01 3.520334452e+01 5.615606566e+00
-2.566763837e-01 1.044907899e+00 3.742300546e-01 2.640980428e+01 5.625633464e+00
-1.131985659e+00 1.743141124e+00 7.070391839e-01 3.374060950e+01 5.593240923e+00
3.966112437e-02 1.156015528e+00 1.342994928e-01 3.576465307e+01 4.546943442e+00
-1.223994104e+00 8.744128673e-01 2.108636518e-02 2.013237264e+01 4.349034819e+00
1.545455218e+00 2.524775873e+00 7.031054971e-01 1.634456179e+01 5.117965548e+00
4.175953038e-01 1.284560480e+00 6.797125995e-02 3.869964304e+01 3.158823976e+00
-1.073458482e+00 1.090723632e+00 5.081443489e-01 8.589441158e+00 5.768773268e+00
2.394524992e-01 1.462922790e+00 1.673475158e-01 3.191489703e+00 4.569654092e+00
-4.326266208e-01 1.659159789e+00 5.779841777e-01 2.097436915e+01 4.805707332e+00
7.830954328e-01 2.328759632e+00 3.091557466e-01 3.870181898e+01 4.849758652e+00
1.286061833e+00 2.133181958e+00 2.546319952e-01 5.804941164e+00 4.557288868e+00
2.076299532e-01 2.508536816e+00 4.332577883e-01 2.444691292e+01 3.317515377e+00
-2.862826092e-01 2.349048325e+00 3.809419963e-01 1.099085651e+01 4.894090512e+00
-1.162307172e+00 1.983393457e+00 6.405940099e-01 2.410507629e+01 3.550435371e+00
-7.004124978e-01 2.611504071e+00 5.492826416e-01 1.149111200e+01 4.316961902e+00
1.944746328e-02 2.160307061e+00 4.015445519e-01 1.292352886e+00 5.614836325e+00
-6.667431083e-01 2.269751270e+00 4.328908571e-01 2.747047798e+01 5.873741118e+00
-7.259995456e-01 1.983722443e+00 2.968029061e-01 5.378535263e+00 3.744812462e+00
-3.277245597e-01 2.769018989e+00 1.566290968e-01 3.862491391e+01 6.129352981e+00
-9.338206479e-01 1.455322751e+00 1.719060621e-01 2.827720244e+00 5.273612422e+00
-3.620492355e-01 8.482963407e-01 4.432357204e-01 1.027231889e+01 4.234507977e+00
5.721079843e-01 1.371723747e+00 4.056978750e-01 2.022146559e+01 3.259304933e+00
7.763592924e-01 2.282155490e+00 5.668885243e-02 4.404274377e+00 3.540848078e+00
-1.481735297e+00 1.070545636e+00 4.091573972e-01 1.734892710e+01 3.959888049e+00
8.914980629e-01 9.347507669e-01 5.662207562e-02 3.707968759e+01 3.532493689e+00
9.557339984e-01 3.097147710e+00 6.792048148e-01 4.846115313e+00 5.452000679e+00
3.431160914e-01 1.337214432e+00 3.474953813e-02 3.236179365e+00 3.204274939e+00
-3.294853983e-01 1.041664874e+00 5.125799968e-01 5.850828366e+00 3.459283838e+00
1.194270068e+00 1.139446287e+00 6.393401828e-02 1.602708508e+01 4.558158956e+00
-1.202743823e+00 8.623434090e-01 5.102432506e-02 1.812020293e+01 5.991071371e+00
9.152024917e-01 1.592988575e+00 3.497138841e-01 2.858983615e+01 4.179975807e+00
8.023690737e-01 3.035724156e+00 7.400439960e-01 1.885919152e+01 4.523267545e+00
1.051676680e+00 1.596041328e+00 2.458322393e-02 5.556226286e+00 5.508754591e+00
7.755201260e-01 1.165722231e+00 4.162785602e-01 2.232742676e+01 3.913880279e+00
-1.218669696e+00 1.950373602e+00 5.329977452e-01 6.940088233e+00 5.130606715e+00
-1.491531454e+00 1.538685107e+00 7.244642820e-02 3.806884977e+01 4.470877064e+00
7.631896306e-01 2.624177623e+00 7.006337019e-01 3.768447509e+01 6.094938808e+00
6.140352279e-01 1.811608088e+00 6.675844115e-02 6.402189200e+00 4.046453339e+00
1.164870424e-01 1.851470358e+00 2.552561412e-01 2.837572810e+01 5.522805286e+00
-1.169923914e+00 2.232806126e+00 2.804897449e-01 2.656473955e+01 5.969555161e+00
-9.718086811e-01 2.962510572e+00 4.129558449e-02 3.342206393e+01 4.318039446e+00
6.367618705e-02 2.744301122e+00 3.393650003e-03 2.266527637e+00 3.820538081e+00
6.090484921e-01 1.158950624e+00 3.213321236e-01 3.739423182e+01 5.246358584e+00
1.466721305e+00 2.696887687e+00 1.108578100e-01 2.587240200e+01 4.644210333e+00
3.798293891e-01 8.842679219e-01 3.909272599e-02 1.047765498e+01 3.433694619e+00
1.197206047e+00 2.620006853e+00 2.312837334e-01 1.509564424e+01 5.084223897e+00
1.001058114e+00 2.784092654e+00 6.774998690e-01 3.814984388e+01 4.982134693e+00
-1.344096393e+00 2.453503108e+00 7.401659068e-01 3.614468454e+01 4.958773172e+00
7.823544227e-01 1.493666529e+00 1.444420355e-02 8.043609807e+00 5.404305636e+00
1.309333632e+00 3.104995915e+00 4.223986262e-01 1.851632950e+01 3.221357524e+00
1.217910809e+00 2.077708592e+00 2.901675314e-01 3.559797452e+01 3.768370262e+00
5.091517839e-01 2.865869424e+00 4.793012489e-01 1.024415608e+01 3.701912206e+00
1.765287578e-01 1.469734860e+00 4.899316422e-01 7.138607858e+00 3.752729217e+00
8.394428512e-02 1.737056809e+00 3.165336601e-01 1.206711947e+01 3.535072598e+00
2.933785237e-01 2.079660081e+00 7.894020760e-01 3.549502694e+01 5.693278241e+00
-4.926600894e-01 3.033819878e+00 4.027267801e-02 3.914421235e+01 5.202361198e+00
6.365564569e-01 8.718947488e-01 4.008761764e-01 1.696768969e+01 3.367669656e+00
8.317701191e-01 2.733965708e+00 6.382514010e-01 2.408387941e+01 3.323759591e+00
-7.212820058e-01 2.909912988e+00 6.678016436e-01 1.656546172e+00 5.625258849e+00
-5.933583943e-01 1.880378648e+00 6.577864876e-01 3.058334151e+01 6.139437980e+00
-5.614991808e-01 2.463221426e+00 5.591605338e-01 2.166925332e+01 5.370559088e+00
6.626489441e-01 2.878544577e+00 3.841973024e-01 3.941567506e+00 3.416876812e+00
4.160994830e-01 1.891571964e+00 8.215693744e-02 9.710055499e+00 4.039315175e+00
1.282428275e-01 1.324860262e+00 2.638031497e-02 2.619307094e+01 6.043061882e+00
9.753749540e-01 1.136552080e+00 3.013805191e-01 3.782133702e+01 3.716411870e+00
-1.425173611e+00 1.058921906e+00 6.027252196e-01 1.831842578e+01 4.880497297e+00
-5.887030096e-01 8.562787624e-01 4.535582893e-01 3.374024708e+01 5.552646698e+00
